id,url,team,name,image,position,shoots,height,weight,college,birthDate,highSchoolName,highSchoolCity,highSchoolState,yearsFrom,yearsTo,seasonsPlayed,gamesPlayed,minutesPlayed,fieldGoalsMade,fieldGoalAttempts,threePointsMade,threePointAttempts,freeThrowsMade,freeThrowAttempts,offensiveRebounds,rebounds,asssists,steals,blocks,turnovers,fouls,points,fieldGoalPercentage,threePointPercentage,freeThrowPercentage,minutesPerGame,pointsPerGame,reboundsPerGame,assistsPerGame
89,/players/c/cousybo01.html,BOS,Bob Cousy,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/cousybo01.jpg,PG,R,6-1,175,College of the Holy Cross,1928-08-09,Andrew Jackson,Cambria Heights,New York,1951,1963,13,917,30131,6167,16465,,,4621,5753,,4781,6945,,,,2231,16955,0.375,,0.803,35.5,18.5,5.2,7.6
90,/players/c/cowenda01.html,BOS,Dave Cowens,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/cowenda01.jpg,PF/C,L,6-9,230,Florida State University,1948-10-25,Central Catholic,Newport,Kentucky,1971,1980,10,726,28551,5608,12193,1,12,1975,2527,1501,10170,2828,569,473,499,2783,13192,0.46,0.083,0.782,39.3,18.2,14,3.9
91,/players/c/crawfjo02.html,BOS,Jordan Crawford,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/crawfjo02.jpg,PG/SG,R,6-4,195,,1988-10-23,Communication &amp; Media Arts,Chatham,Virginia,2013,2014,2,66,1780,278,672,74,232,152,179,31,194,292,46,5,128,121,782,0.414,0.319,0.849,27,11.8,2.9,4.4
92,/players/c/crislha01.html,BOS,Hal Crisler,,F,R,6-3,215,Iowa State University,1923-12-31,Richmond,Richmond,California,1947,1947,1,4,,2,6,,,2,2,,,0,,,,6,6,0.333,,1,,1.5,,0
93,/players/c/crowdja01.html,BOS,Jae Crowder,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/crowdja01.jpg,SF,R,6-6,235,Marquette University,1990-07-06,Villa Rica,Villa Rica,Georgia,2015,2017,3,202,6025,889,2002,327,927,471,586,178,1052,372,256,78,202,470,2576,0.444,0.353,0.804,29.8,12.8,5.2,1.8
94,/players/d/daniema01.html,BOS,Marquis Daniels,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/daniema01.jpg,SG/SF,R,6-6,200,Auburn University,1981-01-07,Mount Zion Christian Academy,Durham,North Carolina,2010,2012,3,138,2359,290,624,10,59,90,136,67,274,177,87,37,108,190,680,0.465,0.169,0.662,17.1,4.9,2,1.3
95,/players/d/datomlu01.html,BOS,Luigi Datome,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/datomlu01.jpg,SF,R,6-8,215,,1987-11-27,,,,2015,2015,1,18,192,38,77,17,36,1,1,2,25,7,1,7,7,14,94,0.494,0.472,1,10.7,5.2,1.4,0.4
96,/players/d/davisgl01.html,BOS,Glen Davis,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/davisgl01.jpg,C/PF,R,6-9,289,Louisiana State University,1986-01-01,Louisiana State University Laboratory School,Baton Rouge,Louisiana,2008,2011,4,277,5808,787,1751,4,24,520,731,418,1139,224,183,83,274,753,2098,0.449,0.167,0.711,21,7.6,4.1,0.8
97,/players/d/davisri01.html,BOS,Ricky Davis,,SG/SF,R,6-6,195,University of Iowa,1979-09-23,North,Davenport,Iowa,2004,2006,3,181,6121,1122,2389,136,397,560,713,165,673,615,209,50,441,385,2940,0.47,0.343,0.785,33.8,16.2,3.7,3.4
98,/players/d/dawsoto01.html,BOS,Tony Dawson,,SF,R,6-7,215,Florida State University,1967-08-25,Kinston,Kinston,North Carolina,1995,1995,1,2,13,3,8,1,3,1,1,0,3,1,0,0,2,4,8,0.375,0.333,1,6.5,4,1.5,0.5
99,/players/d/dayto01.html,BOS,Todd Day,,SG,R,6-6,188,University of Arkansas,1970-01-07,Hamilton,Memphis,Tennessee,1996,1997,2,152,3913,675,1745,221,625,456,592,171,532,219,185,96,225,406,2027,0.387,0.354,0.77,25.7,13.3,3.5,1.4
100,/players/d/dayeda01.html,BOS,Darren Daye,,SF,R,6-8,220,"University of California, Los Angeles",1960-11-30,John F. Kennedy,Granada Hills,California,1987,1988,2,108,1379,213,419,0,1,93,152,67,200,146,54,11,100,166,519,0.508,0,0.612,12.8,4.8,1.9,1.4
101,/players/d/declean01.html,BOS,Andrew DeClercq,,C,R,6-10,230,University of Florida,1973-02-01,Countryside,Clearwater,Florida,1998,1999,2,95,1781,197,397,0,1,120,197,213,455,69,98,58,106,328,514,0.496,0,0.609,18.7,5.4,4.8,0.7
102,/players/d/delkto01.html,BOS,Tony Delk,,SG/PG,R,6-1,189,University of Kentucky,1974-01-28,Haywood,Brownsville,Tennessee,2002,2003,2,89,2443,293,732,140,371,90,117,61,311,197,94,16,88,162,816,0.4,0.377,0.769,27.4,9.2,3.5,2.2
103,/players/d/dickada01.html,BOS,Dan Dickau,,PG,R,6-0,190,,1978-09-16,Prairie,Vancouver,Washington,2006,2006,1,19,234,17,46,10,20,18,18,5,16,40,11,1,18,40,62,0.37,0.5,1,12.3,3.3,0.8,2.1
104,/players/d/dickedi01.html,BOS,Dick Dickey,,PG,R,6-1,175,North Carolina State University,1926-10-26,Pendleton,Pendleton,Indiana,1952,1952,1,45,440,40,136,,,47,69,,81,50,,,,79,127,0.294,,0.681,9.8,2.8,1.8,1.1
105,/players/d/digreer01.html,BOS,Ernie DiGregorio,,PG,R,6-0,180,Providence College,1951-01-15,North Providence,North Providence,Rhode Island,1978,1978,1,27,274,47,109,,,12,13,2,27,66,12,1,47,22,106,0.431,,0.923,10.1,3.9,1,2.4
106,/players/d/dinwibi01.html,BOS,Bill Dinwiddie,,PF/SF,R,6-7,220,New Mexico Highlands University,1943-07-15,Muncie Central,Muncie,Indiana,1971,1971,1,61,717,123,328,,,54,74,,209,34,,,,90,300,0.375,,0.73,11.8,4.9,3.4,0.6
107,/players/d/dollbo01.html,BOS,Bob Doll,,F/C,R,6-5,195,University of Colorado,1919-08-10,,,,1949,1950,2,94,,265,785,,,155,231,,,225,,,,235,685,0.338,,0.671,,7.3,,2.4
108,/players/d/donhabo01.html,BOS,Bob Donham,,SG,R,6-2,190,Ohio State University,1926-10-11,Clark,Hammond,Indiana,1951,1954,4,273,4866,662,1379,,,494,975,,1071,706,,,,850,1818,0.48,,0.507,23.7,6.7,3.9,2.6
109,/players/d/doolike01.html,BOS,Keyon Dooling,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/doolike01.jpg,SG/PG,R,6-3,196,University of Missouri,1980-05-08,Dillard,Fort Lauderdale,Florida,2012,2012,1,46,662,66,163,27,81,23,31,3,39,51,13,2,34,57,182,0.405,0.333,0.742,14.4,4,0.8,1.1
110,/players/d/douglsh01.html,BOS,Sherman Douglas,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/douglsh01.jpg,PG,R,6-0,180,Syracuse University,1966-09-15,Spingarn,Washington,District of Columbia,1992,1996,5,269,7657,1191,2524,41,183,558,862,201,605,1829,241,32,645,573,2981,0.472,0.224,0.647,28.5,11.1,2.2,6.8
111,/players/d/downist01.html,BOS,Steve Downing,,C,R,6-8,225,Indiana University,1950-09-09,Washington,Indianapolis,Indiana,1974,1975,2,27,146,21,66,,,22,40,14,41,11,5,0,,33,64,0.318,,0.55,5.4,2.4,1.5,0.4
112,/players/d/driggna01.html,BOS,Nate Driggers,,SG,R,6-5,215,University of Montevallo,1973-10-12,Corliss,Chicago,Illinois,1997,1997,1,15,132,13,43,0,9,10,14,12,22,6,3,2,6,10,36,0.302,0,0.714,8.8,2.4,1.5,0.4
113,/players/d/duerote01.html,BOS,Terry Duerod,,SG/SF,R,6-2,180,University of Detroit Mercy,1956-07-29,Highland Park,Highland Park,Michigan,1981,1982,2,53,260,64,150,6,11,17,26,8,20,18,8,1,12,17,151,0.427,0.545,0.654,4.9,2.8,0.4,0.3
114,/players/d/duffybo01.html,BOS,Bob Duffy,,F,R,6-4,175,Tulane University,1922-07-05,,,,1947,1947,1,6,,2,7,,,4,4,,,0,,,,4,8,0.286,,1,,1.3,,0
115,/players/d/duncaan01.html,BOS,Andy Duncan,,F/C,R,6-6,195,College of William & Mary,1922-04-17,,,,1951,1951,1,14,,7,40,,,15,22,,30,8,,,,32,29,0.175,,0.682,,2.1,2.1,0.6
116,/players/e/earlac01.html,BOS,Acie Earl,,C,R,6-10,240,University of Iowa,1970-06-23,Moline,Moline,Illinois,1994,1995,2,104,1357,177,440,0,1,122,189,104,292,14,30,61,86,217,476,0.402,0,0.646,13,4.6,2.8,0.1
117,/players/e/eddieja01.html,BOS,Jarell Eddie,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/eddieja01.jpg,SF,R,6-7,218,Virginia Polytechnic Institute and State University,1991-10-30,The Cannon School,Concord,North Carolina,2018,2018,1,2,6,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,3,0,0.5,0
118,/players/e/edneyty01.html,BOS,Tyus Edney,,PG,R,5-10,152,"University of California, Los Angeles",1973-02-14,Long Beach Polytechnic,Long Beach,California,1998,1998,1,52,623,93,216,3,10,88,111,20,55,139,51,1,66,69,277,0.431,0.3,0.793,12,5.3,1.1,2.7
119,/players/e/edwarbl01.html,BOS,Blue Edwards,,SG/SF,R,6-4,200,East Carolina University,1965-10-31,Greene Central,Snow Hill,North Carolina,1995,1995,1,31,507,83,195,11,43,43,48,25,65,47,19,10,39,64,220,0.426,0.256,0.896,16.4,7.1,2.1,1.5
120,/players/e/ehlerbu01.html,BOS,Bulbs Ehlers,,F/G,R,6-3,198,Purdue University,1923-03-10,South Bend Central,South Bend,Indiana,1948,1949,2,99,,286,1000,,,228,369,,,177,,,,211,800,0.286,,0.618,,8.1,,1.8
121,/players/e/eliasdo01.html,BOS,Don Eliason,,F,R,6-2,210,Hamline University,1918-07-24,Harding,Saint Paul,Minnesota,1947,1947,1,1,,0,1,,,0,0,,,0,,,,1,0,0,,,,0,,0
122,/players/e/ellispe01.html,BOS,Pervis Ellison,,C/PF,R,6-9,210,University of Louisville,1967-04-03,Savannah,Savannah,Georgia,1995,2000,5,193,3355,362,724,0,2,184,276,365,962,144,96,201,208,564,908,0.5,0,0.667,17.4,4.7,5,0.7
123,/players/e/embrywa01.html,BOS,Wayne Embry,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/embrywa01.jpg,C,R,6-8,240,Miami University,1937-03-26,Tecumseh,New Carlisle,Ohio,1967,1968,2,150,1817,340,842,,,191,329,,615,94,,,,311,871,0.404,,0.581,12.1,5.8,4.1,0.6
124,/players/e/engluge01.html,BOS,Gene Englund,,F/C,R,6-5,205,University of Wisconsin,1917-10-21,Rhinelander,Rhinelander,Wisconsin,1950,1950,1,24,,55,148,,,86,106,,,17,,,,97,196,0.372,,0.811,,8.2,,0.7
125,/players/e/erdense01.html,BOS,Semih Erden,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/erdense01.jpg,C,R,7-0,240,,1986-07-28,,,,2011,2011,1,37,531,58,97,0,0,34,54,31,107,19,13,21,32,92,150,0.598,,0.63,14.4,4.1,2.9,0.5
126,/players/e/ezersjo01.html,BOS,Johnny Ezersky,,F/G,R,6-3,175,University of Rhode Island,1922-03-21,Power Memorial,New York,New York,1949,1950,2,34,,104,321,,,84,131,,,51,,,,88,292,0.324,,0.641,,8.6,,1.5
127,/players/f/farbmph01.html,BOS,Phil Farbman,,F,R,6-1,185,City College of New York,1924-04-03,,,,1949,1949,1,21,,21,78,,,30,38,,,18,,,,36,72,0.269,,0.789,,3.4,,0.9
128,/players/f/favervi01.html,BOS,Vitor Faverani,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/favervi01.jpg,C,R,6-11,260,,1988-05-05,,,,2014,2014,1,37,488,64,147,12,40,24,37,42,128,16,14,27,41,74,164,0.435,0.3,0.649,13.2,4.4,3.5,0.4
129,/players/f/fenlewa01.html,BOS,Warren Fenley,,F,R,6-3,190,Manhattan College,1922-02-08,Port Richmond,Staten Island,New York,1947,1947,1,33,,31,138,,,23,45,,,16,,,,59,85,0.225,,0.511,,2.6,,0.5
130,/players/f/fernser01.html,BOS,Eric Fernsten,,PF/C,R,6-10,205,University of San Francisco,1953-11-01,Skyline,Oakland,California,1980,1982,3,144,912,128,281,0,0,72,112,81,200,46,28,26,53,95,328,0.456,,0.643,6.3,2.3,1.4,0.3
131,/players/f/finkeha01.html,BOS,Hank Finkel,,C,L,7-0,240,University of Dayton,1942-04-20,Holy Family,Union City,New Jersey,1970,1975,6,436,5277,817,1858,,,371,572,74,1605,328,10,10,,823,2005,0.44,,0.649,12.1,4.6,3.7,0.8
132,/players/f/finlemi01.html,BOS,Michael Finley,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/finlemi01.jpg,SG/SF,R,6-7,215,University of Wisconsin,1973-03-06,Proviso East,Maywood,Illinois,2010,2010,1,21,314,44,87,19,41,2,6,1,33,24,4,2,8,21,109,0.506,0.463,0.333,15,5.2,1.6,1.1
133,/players/f/foleyja01.html,BOS,Jack Foley,,F,R,6-3,170,College of the Holy Cross,1939-04-19,Assumption,Worcester,Massachusetts,1963,1963,1,5,46,13,26,,,6,8,,7,0,,,,3,32,0.5,,0.75,9.2,6.4,1.4,0
134,/players/f/fordch01.html,BOS,Chris Ford,,SG,R,6-5,190,Villanova University,1949-01-11,Holy Spirit,Absecon,New Jersey,1979,1982,4,309,9058,1357,2973,126,336,354,476,316,708,1021,367,84,484,733,3194,0.456,0.375,0.744,29.3,10.3,2.3,3.3
135,/players/f/fortejo01.html,BOS,Joseph Forte,,SG,R,6-4,194,University of North Carolina,1981-03-23,Dematha Catholic,Hyattsville,Maryland,2002,2002,1,8,39,1,12,0,3,4,4,1,6,6,2,0,3,1,6,0.083,0,1,4.9,0.8,0.8,0.8
136,/players/f/fortsda01.html,BOS,Danny Fortson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/fortsda01.jpg,C/PF,R,6-7,260,University of Cincinnati,1976-03-27,Shaler Area,Pittsburgh,Pennsylvania,2000,2000,1,55,856,140,265,0,0,139,189,141,366,29,20,5,67,180,419,0.528,,0.735,15.6,7.6,6.7,0.5
137,/players/f/foxri01.html,BOS,Rick Fox,,SF,R,6-7,230,University of North Carolina,1969-07-24,Warsaw Community,Warsaw,Indiana,1992,1997,6,444,10990,1788,3862,291,818,892,1155,566,1733,1250,552,203,830,1330,4759,0.463,0.356,0.772,24.8,10.7,3.9,2.8
138,/players/g/gamblke01.html,BOS,Kevin Gamble,,SF,R,6-5,210,University of Iowa,1965-11-13,Lanphier,Springfield,Illinois,1989,1994,6,436,10988,2067,3988,91,309,670,821,305,1112,1003,360,141,466,873,4895,0.518,0.294,0.816,25.2,11.2,2.6,2.3
139,/players/g/garfija01.html,BOS,Jack Garfinkel,,G,R,6-0,190,St. John's University,1918-06-13,Thomas Jefferson,Brooklyn,New York,1947,1949,3,92,,207,754,,,62,88,,,134,,,,159,476,0.275,,0.705,,5.2,,1.5
140,/players/g/garneke01.html,BOS,Kevin Garnett,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/garneke01.jpg,C/PF/SF,R,6-11,240,,1976-05-19,Farragut Career Academy,Chicago,Illinois,2008,2013,6,396,12266,2576,4951,9,54,1072,1296,515,3301,1078,460,394,661,904,6233,0.52,0.167,0.827,31,15.7,8.3,2.7
141,/players/g/garnema01.html,BOS,Marlon Garnett,,PG,R,6-2,186,Santa Clara University,1975-07-03,Hamilton,Los Angeles,California,1999,1999,1,24,205,15,51,6,23,15,20,3,21,18,5,1,12,18,51,0.294,0.261,0.75,8.5,2.1,0.9,0.8
142,/players/g/gibsoho01.html,BOS,Hoot Gibson,,F/C,R,6-5,198,Creighton University,1921-12-05,,,,1950,1950,1,2,,3,4,,,1,4,,,1,,,,3,7,0.75,,0.25,,3.5,,0.5
143,/players/g/gibsojo01.html,BOS,Jonathan Gibson,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/gibsojo01.jpg,PG,R,6-2,185,New Mexico State University,1987-11-08,Calvary Christian,San Fernando,California,2018,2018,1,4,40,14,23,6,12,0,0,0,3,4,0,0,3,5,34,0.609,0.5,,10,8.5,0.8,1
144,/players/g/giddejr01.html,BOS,J.R. Giddens,,SF,R,6-5,215,,1985-02-13,John Marshall,Oklahoma City,Oklahoma,2009,2010,2,27,107,11,24,0,2,6,12,6,23,6,5,1,8,11,28,0.458,0,0.5,4,1,0.9,0.2
145,/players/g/gilmoar01.html,BOS,Artis Gilmore,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/gilmoar01.jpg,C,L,7-2,240,,1949-09-21,Carver,Dothan,Alabama,1988,1988,1,47,521,58,101,0,0,48,91,54,148,12,10,18,39,94,164,0.574,,0.527,11.1,3.5,3.1,0.3
146,/players/g/glovecl01.html,BOS,Clarence Glover,,PF,R,6-8,210,Western Kentucky University,1947-11-01,,,,1972,1972,1,25,119,25,55,,,15,32,,46,4,,,,26,65,0.455,,0.469,4.8,2.6,1.8,0.2
147,/players/g/gomesry01.html,BOS,Ryan Gomes,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/gomesry01.jpg,SF/PF,R,6-7,250,Providence College,1982-09-01,Wilby,Waterbury,Connecticut,2006,2007,2,134,3651,511,1078,19,51,301,382,227,705,177,83,18,160,252,1342,0.474,0.373,0.788,27.2,10,5.3,1.3
148,/players/g/grahama01.html,BOS,Mal Graham,,PG,R,6-1,185,New York University,1945-02-23,White Plains,White Plains,New York,1968,1969,2,70,889,130,327,,,67,102,,118,75,,,,150,327,0.398,,0.657,12.7,4.7,1.7,1.1
149,/players/g/grandro01.html,BOS,Ron Grandison,,PF,R,6-6,215,,1964-07-09,Saint Bernard,Playa del Rey,California,1989,1989,1,72,528,59,142,0,10,59,80,47,92,42,18,3,36,71,177,0.415,0,0.738,7.3,2.5,1.3,0.6
150,/players/g/graywy01.html,BOS,Wyndol Gray,,G/F,R,6-1,175,Harvard University,1922-03-20,Akron South,Akron,Ohio,1947,1947,1,55,,139,476,,,72,124,,,47,,,,105,350,0.292,,0.581,,6.4,,0.9
151,/players/g/greenge01.html,BOS,Gerald Green,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/greenge01.jpg,SF/SG,R,6-7,205,,1986-01-26,Gulf Shores Academy,Houston,Texas,2006,2017,3,160,2692,471,1109,140,389,190,237,94,333,134,63,35,167,287,1272,0.425,0.36,0.802,16.8,8,2.1,0.8
152,/players/g/greenje02.html,BOS,Jeff Green,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/greenje02.jpg,PF/SF,R,6-9,235,Georgetown University,1986-08-28,Northwestern,Hyattsville,Maryland,2011,2015,4,222,6762,1162,2654,260,759,668,828,146,925,338,153,144,376,489,3252,0.438,0.343,0.807,30.5,14.6,4.2,1.5
153,/players/g/greenri01.html,BOS,Rickey Green,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/greenri01.jpg,PG,R,6-0,170,University of Michigan,1954-08-18,Hirsch Metro,Chicago,Illinois,1992,1992,1,26,367,46,103,1,4,13,18,3,24,68,17,1,18,28,106,0.447,0.25,0.722,14.1,4.1,0.9,2.6
154,/players/g/greensi01.html,BOS,Si Green,,SG/PG,R,6-2,185,Duquesne University,1933-08-20,Boys,Brooklyn,New York,1966,1966,1,10,92,12,31,,,8,16,,11,9,,,,16,32,0.387,,0.5,9.2,3.2,1.1,0.9
155,/players/g/greenor01.html,BOS,Orien Greene,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/greenor01.jpg,PG/SG,R,6-4,208,,1982-02-04,Gainesville,Gainesville,Florida,2006,2006,1,80,1235,100,253,9,40,45,68,37,145,129,77,10,109,181,254,0.395,0.225,0.662,15.4,3.2,1.8,1.6
156,/players/g/griffad01.html,BOS,Adrian Griffin,,SG/SF,L,6-5,217,Seton Hall University,1974-07-04,Wichita East,Wichita,Kansas,2000,2001,2,116,2304,208,510,25,83,137,182,155,459,204,134,20,111,267,578,0.408,0.301,0.753,19.9,5,4,1.8
157,/players/g/guarige01.html,BOS,Gene Guarilia,,SF,R,6-5,220,George Washington University,1937-09-13,Holy Rosary,Duryea,Pennsylvania,1960,1963,4,129,1082,168,447,,,77,126,,294,36,,,,146,413,0.376,,0.611,8.4,3.2,2.3,0.3
158,/players/g/guglito01.html,BOS,Tom Gugliotta,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/guglito01.jpg,PF/SF,R,6-10,240,North Carolina State University,1969-12-19,Walt Whitman,Huntington Station,New York,2005,2005,1,20,218,11,37,0,0,4,6,15,43,12,9,4,9,23,26,0.297,,0.667,10.9,1.3,2.2,0.6
159,/players/h/halbech01.html,BOS,Chick Halbert,,C,R,6-9,225,West Texas A&M University,1919-02-27,House,House,New Mexico,1949,1949,1,33,,99,338,,,112,188,,,61,,,,97,310,0.293,,0.596,,9.4,,1.8
160,/players/h/hamerst01.html,BOS,Steve Hamer,,C,R,7-0,245,University of Tennessee,1973-11-13,Middleton,Middleton,Tennessee,1997,1997,1,35,268,30,57,0,2,16,29,17,60,7,2,4,13,39,76,0.526,0,0.552,7.7,2.2,1.7,0.2
161,/players/h/hamilth01.html,BOS,Thomas Hamilton,,C,R,7-2,330,University of Pittsburgh,1975-04-03,Martin Luther King,Chicago,Illinois,1996,1996,1,11,70,9,31,0,0,7,18,10,22,1,0,9,9,12,25,0.29,,0.389,6.4,2.3,2,0.1
162,/players/h/hankice01.html,BOS,Cecil Hankins,,G,R,6-1,175,Oklahoma State University,1922-01-06,,,,1948,1948,1,25,,23,116,,,24,35,,,8,,,,28,70,0.198,,0.686,,2.8,,0.3
163,/players/h/hankiph01.html,BOS,Phil Hankinson,,SF,R,6-8,195,University of Pennsylvania,1951-07-26,Great Neck,Great Neck,New York,1974,1975,2,31,187,56,114,,,10,13,23,57,6,4,1,,21,122,0.491,,0.769,6,3.9,1.8,0.2
164,/players/h/hansore01.html,BOS,Reggie Hanson,,SF,R,6-8,195,University of Kentucky,1968-10-06,Pulaski County,Somerset,Kentucky,1998,1998,1,8,26,3,6,0,0,0,0,3,6,1,2,1,3,8,6,0.5,,,3.3,0.8,0.8,0.1
165,/players/h/haranlu01.html,BOS,Luke Harangody,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/haranlu01.jpg,PF,R,6-8,246,University of Notre Dame,1988-01-02,Andrean,Merrillville,Indiana,2011,2011,1,28,241,28,71,2,10,5,8,17,55,10,4,7,5,36,63,0.394,0.2,0.625,8.6,2.3,2,0.4
166,/players/h/harribo01.html,BOS,Bob Harris,,PF/SF,R,6-7,195,Oklahoma State University,1927-03-16,Battleground Academy,Franklin,Tennessee,1951,1954,4,251,5768,623,1569,,,446,714,,1780,365,,,,794,1692,0.397,,0.625,27.9,6.7,7.1,1.5
167,/players/h/harrito01.html,BOS,Tony Harris,,SG,R,6-3,190,,1967-05-13,Roosevelt,East Chicago,Indiana,1994,1995,2,8,106,12,39,3,10,31,34,3,10,8,4,0,7,10,58,0.308,0.3,0.912,13.3,7.3,1.3,1
168,/players/h/havlijo01.html,BOS,John Havlicek,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/havlijo01.jpg,SG/SF,R,6-5,203,Ohio State University,1940-04-08,Bridgeport,Bridgeport,Ohio,1963,1978,16,1270,46471,10513,23930,,,5369,6589,610,8007,6114,476,117,204,3281,26395,0.439,,0.815,36.6,20.8,6.3,4.8
169,/players/h/hawkimi01.html,BOS,Michael Hawkins,,PG,R,6-0,178,Xavier University,1972-10-28,McKinley,Canton,Ohio,1997,1997,1,29,326,29,68,10,31,12,15,9,31,64,16,1,28,40,80,0.426,0.323,0.8,11.2,2.8,1.1,2.2
170,/players/h/haywago01.html,BOS,Gordon Hayward,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/haywago01.jpg,SF,R,6-8,226,Butler University,1990-03-23,Brownsburg,Brownsburg,Indiana,2018,2019,2,5,103,16,40,6,16,4,7,4,24,6,6,0,5,8,42,0.4,0.375,0.571,20.6,8.4,4.8,1.2
171,/players/h/hazenjo01.html,BOS,John Hazen,,G,R,6-2,172,Indiana State University,1927-03-02,South Bend Central,South Bend,Indiana,1949,1949,1,6,,6,17,,,6,7,,,3,,,,10,18,0.353,,0.857,,3,,0.5
172,/players/h/heinsto01.html,BOS,Tom Heinsohn,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/heinsto01.jpg,PF/SF,R,6-7,218,College of the Holy Cross,1934-08-26,Saint Michael's,Union City,New Jersey,1957,1965,9,654,19254,4773,11787,,,2648,3353,,5749,1318,,,,2454,12194,0.405,,0.79,29.4,18.6,8.8,2
173,/players/h/hemridi01.html,BOS,Dick Hemric,,PF,R,6-6,220,Wake Forest University,1933-08-29,Jonesville,Jonesville,North Carolina,1956,1957,2,138,2384,270,717,,,323,483,,703,102,,,,240,863,0.377,,0.669,17.3,6.3,5.1,0.7
174,/players/h/hendege01.html,BOS,Gerald Henderson,,PG,R,6-2,175,Virginia Commonwealth University,1956-01-16,Huguenot,Richmond,Virginia,1980,1984,5,400,8152,1467,3002,28,107,559,768,252,638,1107,418,55,708,871,3521,0.489,0.262,0.728,20.4,8.8,1.6,2.8
175,/players/h/henryco01.html,BOS,Conner Henry,,SG,R,6-7,195,"University of California, Santa Barbara",1963-07-21,Claremont,Claremont,California,1987,1988,2,46,312,49,131,15,39,19,27,9,37,39,7,2,26,38,132,0.374,0.385,0.704,6.8,2.9,0.8,0.8
176,/players/h/hermskl01.html,BOS,Kleggie Hermsen,,C/F,R,6-9,225,University of Minnesota,1923-03-12,,,,1951,1953,2,27,22,60,200,,,30,51,,7,20,,,,76,150,0.3,,0.588,5.5,5.6,1.8,0.7
177,/players/h/herrech01.html,BOS,Chris Herren,,PG,R,6-2,197,,1975-09-27,Durfee,Fall River,Massachusetts,2001,2001,1,25,408,29,96,16,55,9,12,4,21,56,14,0,20,43,83,0.302,0.291,0.75,16.3,3.3,0.8,2.2
178,/players/h/hertzso01.html,BOS,Sonny Hertzberg,,G,R,5-10,175,City College of New York,1922-07-29,Tilden,Brooklyn,New York,1950,1951,2,133,,481,1516,,,366,461,,260,444,,,,309,1328,0.317,,0.794,,10,4,3.3
179,/players/h/hewsoja01.html,BOS,Jack Hewson,,F/C,R,6-6,195,Temple University,1924-09-07,Ramsey,Ramsey,New Jersey,1948,1948,1,24,,22,89,,,21,30,,,1,,,,39,65,0.247,,0.7,,2.7,,0
180,/players/h/hirscme01.html,BOS,Mel Hirsch,,G,R,5-6,165,Brooklyn College,1921-07-31,,,,1947,1947,1,13,,9,45,,,1,2,,,10,,,,18,19,0.2,,0.5,,1.5,,0.8
181,/players/h/hoefech01.html,BOS,Charlie Hoefer,,G,R,5-9,158,Queens College,1921-09-16,Newtown,Newtown,New York,1947,1948,2,42,,79,335,,,63,101,,,27,,,,98,221,0.236,,0.624,,5.3,,0.6
182,/players/h/holliry01.html,BOS,Ryan Hollins,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/holliry01.jpg,C/PF,R,7-0,240,"University of California, Los Angeles",1984-10-10,John Muir,Pasadena,California,2012,2012,1,15,160,18,28,0,0,6,20,9,26,3,1,5,11,23,42,0.643,,0.3,10.7,2.8,1.7,0.2
183,/players/h/horfoal01.html,BOS,Al Horford,https://d2cwpp38twqe55.cloudfront.net/req/201810111/images/players/horfoal01.jpg,C,R,6-10,245,University of Florida,1986-06-03,Grand Ledge,Grand Ledge,Michigan,2017,2019,3,145,4621,771,1609,192,491,210,265,209,1034,696,98,172,256,288,1944,0.479,0.391,0.792,31.9,13.4,7.1,4.8
